timestamp,emotion,arousal,valence,stress
0.0,neutral,-0.0017851516604423523,-0.16448980569839478,0.290602753697046
0.03333333333333333,neutral,-0.0017851516604423523,-0.16448980569839478,0.290602753697046
0.06666666666666667,neutral,-0.001719348132610321,-0.15865939855575562,0.28916681492062934
0.1,neutral,-0.001719348132610321,-0.15865939855575562,0.28916681492062934
0.13333333333333333,neutral,-0.0008990690112113953,-0.16350692510604858,0.29061521302133897
0.16666666666666666,neutral,-0.0008990690112113953,-0.16350692510604858,0.29061521302133897
0.2,neutral,-0.0014775916934013367,-0.15758949518203735,0.28896976263989693
0.23333333333333334,neutral,-0.0014775916934013367,-0.15758949518203735,0.28896976263989693
0.26666666666666666,neutral,-0.0005935952067375183,-0.148654043674469,0.28699305203498604
0.3,neutral,-0.004344575107097626,-0.16298717260360718,0.2894836218709099
0.3333333333333333,neutral,-0.004344575107097626,-0.16298717260360718,0.2894836218709099
0.36666666666666664,neutral,-0.0048912689089775085,-0.16470986604690552,0.28975323922278273
0.4,neutral,-0.0048912689089775085,-0.16470986604690552,0.28975323922278273
0.43333333333333335,neutral,-0.0035777613520622253,-0.16153651475906372,0.2893452035768874
0.4666666666666667,neutral,-0.0035777613520622253,-0.16153651475906372,0.2893452035768874
0.5,neutral,-0.0014794990420341492,-0.15888208150863647,0.2892918791448035
0.5333333333333333,neutral,-0.0014794990420341492,-0.15888208150863647,0.2892918791448035
0.5666666666666667,neutral,6.921589374542236e-06,-0.1596352458000183,0.2899108180797535
0.6,neutral,-0.0007244870066642761,-0.1597784161567688,0.2897345429409134
0.6333333333333333,neutral,-0.0007244870066642761,-0.1597784161567688,0.2897345429409134
0.6666666666666666,neutral,1.2665987014770508e-07,-0.15573948621749878,0.288934908150828
0.7,neutral,1.2665987014770508e-07,-0.15573948621749878,0.288934908150828
0.7333333333333333,neutral,-0.0026912614703178406,-0.1593075394630432,0.28904688493745934
0.7666666666666667,neutral,-0.0026912614703178406,-0.1593075394630432,0.28904688493745934
0.8,neutral,-0.00260721892118454,-0.15993839502334595,0.28922854542310816
0.8333333333333334,neutral,-0.00260721892118454,-0.15993839502334595,0.28922854542310816
0.8666666666666667,neutral,-0.002118222415447235,-0.16039806604385376,0.2894850212123795
0.9,neutral,-0.002974502742290497,-0.16214019060134888,0.2896708503543698
0.9333333333333333,neutral,-0.002974502742290497,-0.16214019060134888,0.2896708503543698
0.9666666666666667,neutral,-0.004280082881450653,-0.1603366732597351,0.2888425840319492
1.0,neutral,-0.004280082881450653,-0.1603366732597351,0.2888425840319492
1.0333333333333334,neutral,-0.003989093005657196,-0.16195052862167358,0.2893288499737573
1.0666666666666667,neutral,-0.003989093005657196,-0.16195052862167358,0.2893288499737573
1.1,neutral,-0.0036640092730522156,-0.15900427103042603,0.28868941715846586
